id,scenario_id,category,title,description,listing_price,buyer_target,buyer_cost,seller_target,seller_cost
64,S_rRfscxYK8hfGoGnk,housing,"Beautiful garden like feel with grassy areas,river rock, redwood trees","Valley Plaza Villages also has a convenient location that puts you close to the things you need access to every day. We are just a few minutes from dozens of stores and shopping areas, delicious restaurants, and the area's public transportation system. Simplify your hectic lifestyle and apply for one of our apartments in Pleasanton, CA 94566 today! Amenities: -Car Wash Area -Lush Landscaping -Microwaves -Handicap Accessible -White Cabinetry with Nickel Hardware -Washer & Dryer -Clubhouse with Full Kitchen -Walk to Historical Downtown Nearby Landmarks: -Iron Horse Trail -Pleasanton Fairways Golf Course -Rubino Estates Winery and many others -Historic Downtown Pleasanton -Shadow Cliffs Regional Park -Firehouse Arts Center -Stoneridge Shopping Center -Alameda County Fairgrounds -Live music at concerts in the park -Pleasanton Farmer's Market -Alviso Adobe Community Park Phone us at",2283,1369,2283,2283,1300
65,S_oUVZ00ednSEKHMEm,car,2003 Honda Civic Lx Low Miles Clean Title Ready To Go!!!,"5 speed manual Clean title in hand Tags are paid and up to date Low miles for the year 127,000. Premium sound system pioneer head unit with bluetooth connectivity. MB quarts speakers tweeter all around I have all service records all maintenance done and up to date. Including a brand new clutch  transmission service with honda genuine fliud recent timing belt replacement waterpump and tensioner seals and gaskets. Super clean inside and out. I will not take a low offer and i will not waist my time. Thanks and have a wonderful day.",3500,3220,3500,3500,3192
66,S_UEDgtQDRuYAnlQ6z,housing,SPACIOUS 3 BDRM 2 BA Unit - 1435 SQFT,"Unique Spacious 3 bdrm / 2 bath Unit with a large terrace.  Located in the leafy Elmwood Neighborhood in Berkeley. Close to UC Campus, Tranportation and Shopping Facilities.",3600,2736,3600,3600,2492
67,S_NXDVpBC9vQzH9spr,bike,"Royce Union ""Vida"" Hybrid bicycle + Nexus 4-speed transmission","Call Marco to ride away! I live near the Bart station, and freeway, in Richmond.  I can deliver the bike as far as Berkeley, or El Ceritto.",120,91,120,120,89
69,S_nDMIQZjtCKff9voh,phone,Original Blackberry Stereo Headset (New),"Brand New OEM Original Blackberry Stereo Headset with On/off Button (Hdw-13019) Compatible with fallowing models: RIM Blackberry PDA Smartphone 6210, 6230, 7230, 7210, 6280, 7280, 7510, 7100, 7105, 7290, 7520, 7250, 7100i, 7130, 8700, 7100g, 8700g, 7130e, 7130c, 7130g, Pearl 8100, 8100c, 8703e Reply with your phone number, If interested",10,7,10,10,7
70,S_fJD3xvIBXJ1ooFN2,electronics,Binox-HD 4-16x  binoculars,"Come see the latest in Smart HD Optics. The ATN Binox-HD binoculars are packed with so many features you will never want to use standard binoculars again. 24/7 use, Wi-Fi, E-zoom, record video, compass. Binox-HD binoculars are the worlds most advanced digital binoculars. Powered by a 1 GHz internal computer they carry a suite of sensors to enable the Senses as never before. Binox-HD - the binoculars for the 21st century. Specs: - Binoculars that record video and capture pictures - Smooth zoom from 4X-16X - Image stabilization for steady video - Works in daylight or at night - Wi-Fi, GPS, Geotag, E-Compass, Velocity, Image Stabilization, Altitude, Record Video/Still images 1080P HD, Day/Night Use - Unlike traditional optical systems our electronic zoom offers incredible flexibility in the field - Built-in Wi-Fi allows a user to connect to mobile device or a desktop computer; Use your phone as a viewfinder, upgrade to the latest firmware.Please refer user manual attached below for instructions and troubleshooting steps If you have any questions, give us a call at Best Collateral 2025 Telegraph Ave",380,228,380,380,184
71,S_6yskLQV5VUGJO1j3,furniture,Ikea Solsta Sleeper Sofa,The sofa is used but in good condition.  It quickly converts into a sleeper by folding out the seat cushions. http://www.ikea.com/us/en/catalog/products/70087108/,40,30,40,40,30
72,S_vL1999uaS90uZ3XO,bike,Schwinn World Sport 14-speed road bike.,"Schwinn World Sport 14-speed road bike. 27"" (69cm) frame. 36"" (91cm) standover. Best fit someone 6'+. Specifications: Color: Blue. Shimano Exage dual brake levers. Shimano Exage Motion center pivot pulled side pulled brakes. Shimano stem friction shifters (2X7). Shimano biopace crank set: 40T, 52T. 170mm crank arms. Shimano cassette: 14T, 16T, 18T, 20T, 22T, 24T, 28T. Sun Laventer 700c wheels. 36 spokes. Shimano Exage Sealed Mech. FH-HG50 hubs. Quick release skewers. Discovery 700x28c road tires. Presta valves. Reflectors. 2 Specialized water bottle cages. New rear derailleur cable. Newly install rim tapes. New inner tubes. Good condition.",240,182,240,240,179
73,S_4FKFBnxfR7YIQhcO,bike,Fully custom cannondale capo track bike,Great track and crit bike Very light frame Front wheel: 510 track wheel Cog: surly Bars: bmc compact road bars with lizard skin bar tape Stem: Itm mantis Light weight spacers,600,360,600,600,315
74,S_O5NJkFc997SNMJTY,furniture,rustic and unique bookshelf,very cool bookshelf for sale ! I am moving and this has got to be out by Sunday May 28.,35,26,35,35,25
75,S_pRHEUMA2sGwAlQfD,furniture,FASHION OPTICAL KIDS' FRAME DISPLAY,"This Fashion Optical Kids' Frame Display is in excellent condition,  It measures 75""H x 23.5""W x 9""D.  It has 3 fixed vertical bars each 36"", plus two wall-mountable bars each 20.5"".  Comes with 20 frame clips that can be moved from bar to bar and spaced in any configuration.  Additional frame clips available at Fashion Optical.  LED lighting is available for an additional fee.",49,37,49,49,34
76,S_hJHsZfrOJq0l2DSN,furniture,black iron etagere ~ 4 shelf,"Please include a PHONE # in reply! I'm selling a black iron etagere, as shown in picture,that has four shelves to display whatever you like. The shelves have four resin ""stones"" with leaf patterns on a light sage colored background. Sorry I didn't manage to get a close-up! Works in a living room, dining room, even a bath to hold extras, or to style up a patio! Iron top has a stylish black iron ""finial"". This has hinges so can fold close to flat for transport, and the shelf squares are removable to protect in transport. SQUARE shelves from top to bottom: 1) 4.5""; 2) 6"" ; 3) 7.5""; 4) 9"" square (ALL are square) MUST include a PHONE # in replies.",40,30,40,40,29
77,S_KphVdzhl0DjVIy46,furniture,BEAUTIFUL OAK WOOD GLASS FRONT BOOKCASE,"Wow! Here is a beautiful oak wood bookcase or cabinet with glass doors from estate sale. It is approx six feet tall, made of oak wood, has two glass doors, and shelves on the interior. This fabulous wood cabinet can be seen at Yesteryears Marketplace Antique Store located at 433 Georgia Street, Vallejo, CA 94590. Phone for more informtion and directions",95,72,95,95,69
78,S_q3MOxSBwLmvoF7IY,housing,Sunny! Location!  Close to UCB,"Great Location! Just several blocks to U.C. A Charming Spanish Mission Style Building. This Studio unit is about 630-650 sq.ft. Bright and sunny with a lot of windows and has larger closet space. Convenient to UC Berkeley, Shattuck Ave., Telegraph Ave., Shops, School, & BART. Physical Address: 2320 Haste St., Berkeley, CA 94704 Nearest Street Intersection: Dana St. and Ellsworth St. Apartment features include: * Carpet floors nearly throughout * Full size kitchen with eating area. * Plus gas range and refrigerator. * Lots of windows for great natural light * Coin laundry on-site! * Water & Garbage services included with monthly rent * Available: now Move-in Cost: (studio) Some notable terms and conditions (i.e., the fine print): One-year lease term required. Smoke-free apartment. Sorry no Section 8 or water-filled furniture. Good credit rating needed. Credit check performed for each resident. Can't make the open house? No problem! Call Li-Li @ for viewing schedule",1850,1110,1850,1850,954
79,S_ccSg4PwmvJaEIOgB,furniture,Solid Wood large wedge desk & Hutch,"Please email, call, text at Solid Wood Desk & Hutch with pewter hardware. Features one file drawer, two utility drawers, door for printer storage, secretary pullout, CPU door, and keyboard pullout. Drawers are with full extension ball bearing drawer glides. Hutch features two doors with one shelf behind each door that can be adjusted. One shelf can be adjusted in open space. Side hutch has one larger door with two shelves that can be adjusted. Hutch also has cubby boxes for additional paperwork storage. This desk is in the Shaker style and features raised panels on sides. . No particle board.",1750,1050,1750,1750,905
80,S_PPI9GQbiiQ3D2zWk,car,1999 CHEVY TAHOE 4X4,SUPER CLEAN!! THIS TRUCK IS NICE..CLEAN TITLE..SMOGGED AND REGISTERED..RUNS GREAT!! HAS 188K ORIG MILES..4 BRAND NEW TIRES AND WHEEL ALIGNMENT...CLEAN LEATHER INTERIOR..NO RIPS..JUST FULLY DETAILED..CARPET JUST SHAMPOOED AND LEATHER SEATS JUST CLEANED AND CONDITIONED .. WHICH IS HARD TO FIND NICE INTERIOR...4 WHEEL DRIVE..WORKS GREAT...HAS ALARM..HAS 13 INCH FOLD DOWN TV/DVD PLAYER..GREAT FOR TRIPS...TOW PACKAGE AND MORE...READY FOR SUMMER ROAD TRIPS!!,3400,2584,3400,3400,2563
81,S_QsbiG07iTKYxzywx,housing,ABSW Apartments- Studio Available,"ABSW Studio Apartment Available Located in Southside, Berkeley, historically and popularly known as the epicenter of college life at Cal. Take pleasure in outdoor activities at your convenience by being just blocks away from Underhill Field and the historic People's Park. Eat up at the nearby Berkeley dining commons -- Crossroads or Cafe 3 -- or visit the Durant Food Court located on Telegraph Ave for a wide variety of ethnic cuisines. ABSW Apartments is the ideal place for students desiring that perfect mix of campus life and local social activities! -Charming & classic architecture (originally built in 1931) -- Recently renovated! -Seismically-reinforced building -Double-pane windows throughout entire building -Gas range stoves www.abswapartments.com/",1900,1748,1900,1900,1713
82,S_mPC5NLjaJWdkkX31,furniture,COUCH/LOVE SEAT,"Bauhaun latta colored, micro fiber fabric couch and love seat set. Genty used, no dogs and non smokers. Cash Only / no scams / must pick up Pics to follow** ~Farmhouse~Vintage~Salvage~ Macy's Poterey Barn Anthropology",145,87,145,145,85
83,S_w8mUZyqXsxrX5N0d,furniture,Wood & Metal Coffee Table,"Shelf underneath.  Wood top and shelf with metal trim, legs and wheels. Must be able to come pick up.  Message me with questions.",45,41,45,45,41
84,S_cUCGF1Y1etPW0808,electronics,LeakSmart 3/4 in. Smart Water Valve w/ Smart home HUB,"Brand new LeakSmart 3/4 in. Smart Water Valve kit. It comes with: 1. Smart Home HUB (http://www.homedepot.com/p/Wink-Smart-Home-HUB-PWHUB-WH Brand new and never used. If you already have the Smart home HUB, you can buy the LeakSmart kit by itself for a reduced price. Thanks! If the posting is up, the item is still available.",175,133,175,175,127
85,S_8AxEEQHG4xQXmeUu,phone,"GSM unlocked flipphone, like new in box (Samsung)","Push to Talk (hands free) Visor/belt clip Accessories and Manual included - see photographs. Samsung D406 flip phone GSM unlocked, in box w/ manual",39,23,39,39,21
86,S_azuEPvLVKscMb3h0,housing,2 bed 1 bath 1750-1800 PLUS $500 towards your deposit,**Move in special ** 2 bedroom 1 bathroom Centralized AC Basketball court Plenary of parking One assigned covered parking Clayton Creek apartments Close to shopping and dining This offer only applies to OUR apartment that we are moving out of early. Call Clayton Creek Apartments and ask to see an apartment exactly like apt 123!!!,1785,1356,1785,1785,1355
87,S_QFzMbmTsaeb0OvwZ,furniture,Moving Out Sale - Computer Table and Chair,Its a solid wood tan color computer table with swivel chair for sale. Its in good condition as shown in pics.,50,46,50,50,46
88,S_XFA8PG2cPbDbb0Jn,phone,iPhone 6  (ATT)  64GB,"Very good condition Included wall charger Wiped clean, ready for use IMEI and iCloud clean Brand Apple iPhone 6 Network ATT, T-Mobile, Metro PCS and all GSM networks",320,192,320,320,167
89,S_v4WPm2pXXacYkHVP,furniture,Large dresser with mirror,"Beautiful 12 drawer French Provencial dresser with huge mirror. Space for All your clothes, and jewelry too. A gorgeous piece of quality furniture, to be handed down. Made in North Carolina. Can be seen Wednesday thru Sunday.",395,237,395,395,215
90,S_uaFGRjKscgK9mp0C,car,2006 Saturn ION Low Miles 66K,Runs and drives a great . Pass Smog . clean title  . power doors locks . CD player Ac works . Low miles 66k .Call,3800,2280,3800,3800,1966
91,S_N46gE8ReX5X4VcPD,car,2007 FORD FOCUS ZX4 SES SEDAN / 148K MILES / AUTOMATIC / CLEAN  TITLE,Up for sale is my 2007 Ford Focus ZX4 SES sedan 4 doors / Automatic transmission and 4 cylinders engine 2.0L with timing chain. Clean title in hand runs and drives like new. car passed smog (certificate available for new owner). registration paid for 2018 JUNE - 4 new Bridgestone tires with balance and alignment - 4 new struts / front and  rear complete with new springs - new front brakes. - new Motorcraft ford dealer thermostat plus fresh coolant - new Motorcraft ford dealer alternator and new battery - fresh full synthetic mobil1 engine oil and filter - fresh transmission fluid Please call or text me at Thank you,3500,3220,3500,3500,3201
